cliente_id,genero,edad,estado,piezas_compradas,monto_compra,fecha_ultima_compra
469,Femenino,51.0,Yucatán,0,538.97,2023-05-07
470,Otro,37.0,Yucatán,1,662.1,2023-02-04
471,Femenino,31.0,CDMX,6,715.14,2023-12-15
472,Otro,25.0,Jalisco,3,802.16,2023-06-23
473,Femenino,37.0,Yucatán,4,394.73,2023-10-07
474,Masculino,10.0,Puebla,6,384.47,2023-04-04
475,Masculino,33.0,Puebla,4,482.28,2023-11-25
476,Otro,32.0,Nuevo León,3,473.81,2023-06-25
477,Femenino,21.0,Puebla,2,285.28,2023-09-24
478,Masculino,25.0,Yucatán,6,626.05,2023-05-30
479,Otro,43.0,Yucatán,8,383.75,2023-12-23
480,Masculino,37.0,Puebla,5,403.03,2023-08-03
481,Masculino,36.0,CDMX,2,564.62,2023-05-01
482,Masculino,38.0,Jalisco,1,320.8,2023-12-18
483,Femenino,35.0,Yucatán,6,461.98,2023-11-10
484,Masculino,47.0,Puebla,3,611.12,2023-04-18
485,Masculino,36.0,Puebla,1,507.42,2023-07-21
486,Masculino,20.0,Yucatán,2,612.04,2023-06-20
487,Femenino,51.0,Nuevo León,1,647.29,2023-08-01
488,Femenino,38.0,Jalisco,5,487.29,2023-06-12
489,Masculino,29.0,Yucatán,3,-2.77,2023-03-26
490,Masculino,22.0,Puebla,2,684.33,2023-07-31
491,Femenino,,Nuevo León,4,492.9,2023-06-20
492,Masculino,33.0,Yucatán,5,618.6,2023-10-17
493,Femenino,50.0,Jalisco,3,705.07,2023-09-16
494,Femenino,31.0,Nuevo León,2,226.19,2023-06-22
495,Femenino,26.0,Puebla,6,499.4,2023-10-28
496,Femenino,43.0,CDMX,0,731.53,2023-04-14
497,Masculino,44.0,Jalisco,2,469.06,2023-06-14
498,Femenino,36.0,Nuevo León,6,646.39,2023-11-05
499,Otro,41.0,Yucatán,3,335.75,2023-11-02
500,Otro,34.0,Yucatán,4,571.81,2023-04-22
501,Masculino,37.0,Nuevo León,1,312.33,2023-01-17
502,Masculino,,Yucatán,4,635.19,2023-01-08
503,Femenino,41.0,Nuevo León,2,432.17,2023-02-10
504,Masculino,33.0,Jalisco,1,714.43,2023-01-22
505,Masculino,48.0,Yucatán,2,719.91,2023-04-06
506,Femenino,11.0,Jalisco,3,409.4,2023-10-10
507,Masculino,55.0,Puebla,3,751.93,2023-02-27
508,Masculino,17.0,Puebla,3,412.09,2023-05-14
509,Masculino,28.0,Puebla,4,601.9,2023-06-08
510,Masculino,34.0,Puebla,3,495.2,2023-02-28
511,Masculino,33.0,Yucatán,4,436.67,2023-09-17
512,Femenino,45.0,Nuevo León,3,620.24,2023-04-13
513,Masculino,24.0,Yucatán,1,423.24,2023-08-10
514,Masculino,37.0,Yucatán,1,414.92,2023-06-20
515,Femenino,29.0,Jalisco,1,500.85,2023-12-19
516,Femenino,37.0,Nuevo León,4,636.25,2023-12-17
517,Femenino,34.0,CDMX,3,535.45,2023-11-12
518,Masculino,35.0,CDMX,7,446.19,2023-09-07
519,Otro,29.0,Nuevo León,7,,2023-03-04
520,Femenino,29.0,CDMX,4,468.7,2023-09-06
521,Masculino,37.0,Nuevo León,4,581.79,2023-04-05
522,Femenino,44.0,Jalisco,3,338.94,2023-02-19
523,Otro,29.0,Jalisco,10,400.8,2023-04-10
524,Masculino,26.0,Yucatán,3,618.41,2023-08-23
525,Masculino,41.0,CDMX,4,375.94,2023-01-17
526,Femenino,34.0,Nuevo León,2,413.65,2023-04-25
527,Femenino,43.0,Jalisco,5,495.36,2023-10-31
528,Femenino,25.0,Yucatán,2,378.06,2023-11-16
529,Femenino,17.0,CDMX,3,431.02,2023-08-11
530,Masculino,29.0,CDMX,2,,2023-10-03
531,Masculino,27.0,CDMX,3,607.67,2023-01-14
532,Otro,34.0,Jalisco,4,385.33,2023-09-28
533,Otro,28.0,Jalisco,2,376.86,2023-09-10
534,Masculino,42.0,CDMX,5,670.98,2023-10-26
535,Masculino,32.0,Jalisco,3,402.8,2023-11-09
536,Masculino,36.0,CDMX,3,387.68,2023-10-23
537,Masculino,36.0,Puebla,4,200.54,2023-04-05
538,Femenino,36.0,Jalisco,4,666.05,2023-08-17
539,Femenino,34.0,Nuevo León,4,706.25,2023-12-30
540,Femenino,40.0,Jalisco,0,497.06,2023-07-25
541,Masculino,,CDMX,2,529.36,2023-01-22
542,Masculino,48.0,Nuevo León,6,,2023-08-10
543,Femenino,32.0,Yucatán,2,335.71,2023-08-28
544,Masculino,21.0,Nuevo León,4,593.06,2023-07-19
545,Masculino,36.0,Nuevo León,3,705.03,2023-01-31
546,Femenino,,Jalisco,4,499.69,2023-09-29
547,Femenino,41.0,Nuevo León,3,607.06,2023-02-23
548,Masculino,57.0,Nuevo León,2,368.54,2023-12-25
549,Masculino,27.0,CDMX,2,355.1,2023-01-21
550,Masculino,38.0,Jalisco,1,570.15,2023-11-24
551,Masculino,17.0,CDMX,3,728.84,2023-02-07
552,Masculino,39.0,Jalisco,1,409.15,2023-11-22
553,Masculino,26.0,Yucatán,6,472.75,2023-05-22
554,Masculino,28.0,Nuevo León,1,578.84,2023-04-29
555,Masculino,23.0,Jalisco,0,433.17,2023-06-07
556,Femenino,42.0,Nuevo León,4,572.84,2023-09-20
557,Femenino,45.0,Nuevo León,1,357.25,2023-09-17
558,Femenino,35.0,Puebla,4,565.29,2023-03-24
559,Masculino,26.0,CDMX,1,465.22,2023-10-08
560,Masculino,50.0,Jalisco,3,260.41,2023-10-13
561,Masculino,27.0,Yucatán,3,345.31,2023-06-20
562,Femenino,13.0,Puebla,2,549.2,2023-12-16
563,Femenino,39.0,CDMX,4,703.38,2023-01-15
564,Femenino,23.0,Yucatán,5,303.34,2023-10-12
565,Femenino,44.0,Yucatán,1,,2023-06-10
566,Masculino,31.0,Nuevo León,3,562.4,2023-10-22
567,Femenino,41.0,CDMX,6,643.95,2023-10-23
568,Femenino,49.0,Puebla,1,476.89,2023-01-23
569,Masculino,22.0,Jalisco,3,594.57,2023-11-14
570,Femenino,29.0,Jalisco,1,777.43,2023-07-11
571,Masculino,34.0,Puebla,3,528.63,2023-04-11
572,Masculino,50.0,Nuevo León,4,353.29,2023-04-29
573,Femenino,28.0,Nuevo León,4,717.46,2023-10-25
574,Masculino,29.0,Yucatán,3,579.55,2023-11-04
575,Masculino,39.0,CDMX,3,536.72,2023-12-16
576,Masculino,29.0,Yucatán,3,768.44,2023-12-02
577,Femenino,36.0,Jalisco,1,711.08,2023-05-07
578,Masculino,19.0,Puebla,2,571.95,2023-10-16
579,Masculino,57.0,CDMX,4,364.44,2023-12-13
580,Femenino,21.0,Puebla,2,444.83,2023-05-28
581,Femenino,31.0,CDMX,5,528.61,2023-03-04
582,Otro,34.0,Jalisco,0,495.88,2023-05-12
583,Masculino,54.0,Jalisco,3,428.93,2023-05-23
584,Femenino,21.0,CDMX,2,470.93,2023-08-18
585,Masculino,54.0,Nuevo León,5,657.69,2023-09-28
586,Femenino,42.0,CDMX,6,531.03,2023-11-15
587,Femenino,39.0,Jalisco,3,429.43,2023-09-11
588,Femenino,25.0,Puebla,1,598.69,2023-11-01
589,Femenino,40.0,Yucatán,4,584.1,2023-01-17
590,Femenino,27.0,Puebla,1,494.55,2023-09-25
591,Femenino,47.0,Jalisco,4,333.64,2023-01-11
592,Masculino,25.0,Puebla,1,481.99,2023-08-10
593,Femenino,33.0,Nuevo León,4,498.45,2023-06-03
594,Femenino,29.0,Nuevo León,1,632.25,2023-05-01
595,Masculino,25.0,CDMX,5,392.7,2023-12-11
596,Femenino,42.0,Puebla,2,458.5,2023-12-27
597,Masculino,40.0,Puebla,5,730.71,2023-03-06
598,Femenino,47.0,Jalisco,2,464.3,2023-03-04
599,Femenino,17.0,CDMX,3,495.7,2023-01-26
600,Femenino,45.0,CDMX,2,773.89,2023-07-14
601,Femenino,60.0,Puebla,1,365.8,2023-09-02
602,Femenino,30.0,Yucatán,7,697.42,2023-02-28
603,Femenino,53.0,Puebla,4,442.65,2023-05-02
604,Femenino,32.0,Puebla,3,532.57,2023-10-26
605,Femenino,21.0,Puebla,6,543.86,2023-04-30
606,Femenino,31.0,Nuevo León,1,465.08,2023-05-19
607,Femenino,45.0,CDMX,3,358.79,2023-10-11
608,Femenino,26.0,Nuevo León,5,400.91,2023-08-10
609,Masculino,28.0,Yucatán,3,469.45,2023-04-07
610,Masculino,40.0,Jalisco,3,382.72,2023-01-27
611,Femenino,35.0,Yucatán,1,499.21,2023-04-03
612,Masculino,40.0,CDMX,4,386.24,2023-12-28
613,Masculino,37.0,Jalisco,4,365.23,2023-04-05
614,Femenino,39.0,Yucatán,5,262.52,2023-06-24
615,Masculino,30.0,CDMX,2,752.7,2023-05-13
616,Masculino,37.0,Yucatán,2,485.25,2023-08-14
617,Femenino,25.0,Jalisco,2,398.94,2023-02-06
618,Femenino,47.0,Jalisco,3,353.02,2023-01-21
619,Masculino,28.0,Yucatán,3,418.2,2023-12-12
620,Masculino,46.0,Nuevo León,2,,2023-04-28
621,Femenino,32.0,Yucatán,2,409.9,2023-08-23
622,Femenino,37.0,Yucatán,2,606.3,2023-03-10
623,Femenino,30.0,Yucatán,5,403.06,2023-04-07
624,Masculino,24.0,Nuevo León,2,592.67,2023-10-25
625,Masculino,17.0,Puebla,3,637.41,2023-11-15
626,Femenino,24.0,Jalisco,4,596.58,2023-01-02
627,Femenino,31.0,CDMX,2,505.12,2023-12-09
628,Masculino,37.0,Jalisco,1,676.26,2023-05-08
629,Femenino,45.0,Jalisco,5,,2023-06-28
630,Femenino,,Puebla,4,393.97,2023-12-15
631,Masculino,26.0,Jalisco,4,370.09,2023-04-07
632,Masculino,20.0,Jalisco,3,433.89,2023-10-15
633,Masculino,39.0,Nuevo León,3,453.39,2023-08-22
634,Masculino,48.0,Nuevo León,6,675.77,2023-02-06
635,Femenino,47.0,Nuevo León,1,619.76,2023-01-17
636,Femenino,42.0,Nuevo León,5,520.27,2023-02-05
637,Masculino,41.0,Nuevo León,5,525.69,2023-06-04
638,Femenino,51.0,CDMX,5,336.4,2023-02-17
639,Femenino,38.0,Puebla,6,664.94,2023-06-16
640,Femenino,41.0,Yucatán,2,526.78,2023-11-14
641,Femenino,31.0,Nuevo León,3,342.79,2023-10-26
642,Femenino,21.0,Puebla,6,247.38,2023-04-24
643,Femenino,28.0,Yucatán,1,309.31,2023-03-30
644,Femenino,34.0,Jalisco,2,511.05,2023-07-06
645,Femenino,35.0,Jalisco,4,118.15,2023-06-25
646,Masculino,54.0,Puebla,1,324.73,2023-11-30
647,Masculino,35.0,CDMX,2,572.09,2023-05-21
648,Masculino,46.0,CDMX,3,434.49,2023-06-21
649,Masculino,30.0,Puebla,0,233.71,2023-01-19
650,Masculino,31.0,CDMX,3,405.3,2023-03-01
651,Femenino,21.0,CDMX,2,485.35,2023-06-08
652,Masculino,27.0,Jalisco,0,640.9,2023-02-03
653,Masculino,40.0,CDMX,2,568.17,2023-06-18
654,Masculino,35.0,CDMX,3,562.79,2023-09-29
655,Femenino,44.0,Puebla,0,607.95,2023-08-04
656,Femenino,36.0,CDMX,2,248.8,2023-03-13
657,Femenino,31.0,Nuevo León,3,686.68,2023-08-17
658,Femenino,56.0,Nuevo León,1,687.07,2023-10-14
659,Masculino,34.0,Puebla,6,408.18,2023-12-18
660,Masculino,46.0,Nuevo León,3,50.66,2023-06-19
661,Femenino,30.0,Jalisco,1,699.42,2023-10-06
662,Otro,,Puebla,2,87.31,2023-06-15
663,Masculino,44.0,CDMX,4,556.76,2023-12-22
664,Femenino,37.0,Nuevo León,1,432.37,2023-12-18
665,Femenino,11.0,Jalisco,5,409.78,2023-09-03
666,Femenino,35.0,Puebla,5,435.18,2023-12-09
667,Femenino,47.0,Puebla,1,519.9,2023-09-07
668,Femenino,40.0,CDMX,2,178.4,2023-04-07
669,Femenino,39.0,Yucatán,2,471.39,2023-10-23
670,Femenino,17.0,Nuevo León,4,285.81,2023-09-16
671,Femenino,27.0,Jalisco,2,424.41,2023-01-01
672,Masculino,39.0,Puebla,2,524.29,2023-08-07
673,Femenino,39.0,Nuevo León,3,631.41,2023-01-27
674,Masculino,47.0,Jalisco,6,389.75,2023-10-27
675,Femenino,33.0,Jalisco,2,768.55,2023-12-08
676,Otro,39.0,Puebla,3,365.97,2023-02-24
677,Femenino,35.0,Nuevo León,3,369.84,2023-07-22
678,Femenino,25.0,Jalisco,3,654.28,2023-05-23
679,Otro,,Puebla,3,462.84,2023-04-04
680,Masculino,39.0,Nuevo León,4,527.05,2023-07-29
681,Masculino,36.0,Nuevo León,1,426.64,2023-02-13
682,Femenino,28.0,Puebla,2,443.93,2023-12-18
683,Femenino,18.0,Nuevo León,0,552.46,2023-08-02
684,Masculino,41.0,Yucatán,2,690.67,2023-07-16
685,Masculino,32.0,Jalisco,6,521.03,2023-11-21
686,Masculino,40.0,Jalisco,4,564.31,2023-05-30
687,Masculino,53.0,Nuevo León,3,647.25,2023-06-16
688,Femenino,,Puebla,4,430.23,2023-02-19
689,Masculino,28.0,CDMX,2,353.11,2023-09-10
690,Femenino,32.0,Nuevo León,0,346.37,2023-08-01
691,Femenino,49.0,CDMX,3,367.1,2023-11-26
692,Femenino,18.0,Nuevo León,0,343.41,2023-04-24
693,Masculino,54.0,CDMX,2,664.96,2023-05-20
694,Femenino,36.0,Nuevo León,3,217.36,2023-12-23
695,Femenino,34.0,Puebla,3,588.62,2023-08-03
696,Masculino,33.0,CDMX,3,316.23,2023-07-24
697,Femenino,30.0,Yucatán,6,768.69,2023-03-08
698,Masculino,45.0,Puebla,2,560.38,2023-04-04
699,Femenino,24.0,Nuevo León,5,368.57,2023-02-10
700,Masculino,38.0,CDMX,6,418.75,2023-07-14
701,Masculino,31.0,Jalisco,4,487.42,2023-11-09
702,Femenino,27.0,Puebla,3,595.35,2023-11-11
703,Femenino,,CDMX,3,550.39,2023-07-08
704,Femenino,39.0,Puebla,2,497.98,2023-12-14
705,Femenino,41.0,CDMX,4,393.97,2023-09-02
706,Otro,46.0,Jalisco,6,456.52,2023-06-26
707,Femenino,20.0,Yucatán,3,701.29,2023-06-26
708,Masculino,52.0,Jalisco,3,819.2,2023-02-12
709,Femenino,9.0,Nuevo León,2,665.4,2023-08-20
710,Masculino,27.0,Puebla,6,356.58,2023-12-17
711,Masculino,30.0,Yucatán,2,714.9,2023-05-25
712,Masculino,40.0,Puebla,3,450.4,2023-02-27
713,Femenino,37.0,CDMX,3,500.48,2023-07-20
714,Femenino,33.0,Nuevo León,1,310.66,2023-01-20
715,Femenino,34.0,Nuevo León,1,517.04,2023-11-29
716,Masculino,25.0,Puebla,2,382.24,2023-02-23
717,Masculino,20.0,Nuevo León,1,706.34,2023-05-04
718,Otro,42.0,Puebla,5,881.63,2023-02-27
719,Femenino,41.0,CDMX,0,499.76,2023-09-17
720,Masculino,50.0,CDMX,3,571.58,2023-04-01
721,Masculino,27.0,Puebla,5,453.84,2023-03-13
722,Femenino,41.0,Jalisco,2,517.99,2023-05-17
723,Femenino,32.0,Jalisco,3,411.31,2023-08-01
724,Masculino,46.0,CDMX,4,,2023-10-18
725,Masculino,45.0,Yucatán,3,560.27,2023-06-05
726,Masculino,37.0,Jalisco,2,544.82,2023-06-04
727,Femenino,31.0,Puebla,4,612.0,2023-07-18
728,Masculino,44.0,CDMX,1,445.34,2023-06-27
729,Femenino,41.0,Nuevo León,1,903.48,2023-06-22
730,Femenino,28.0,Nuevo León,4,402.12,2023-09-27
731,Femenino,21.0,Jalisco,2,400.55,2023-01-29
732,Masculino,32.0,Yucatán,4,122.63,2023-04-20
733,Masculino,50.0,Jalisco,2,613.83,2023-11-12
734,Masculino,46.0,Yucatán,1,70.97,2023-06-06
735,Femenino,23.0,Jalisco,3,448.75,2023-02-26
736,Masculino,23.0,Nuevo León,2,387.19,2023-09-03
737,Femenino,47.0,Yucatán,2,284.2,2023-11-13
738,Masculino,23.0,Nuevo León,4,509.6,2023-08-01
739,Femenino,40.0,Puebla,6,765.08,2023-07-07
740,Femenino,28.0,Puebla,4,609.49,2023-04-23
741,Femenino,51.0,CDMX,3,385.56,2023-11-18
742,Femenino,27.0,Nuevo León,3,798.52,2023-02-20
743,Masculino,46.0,Nuevo León,3,390.07,2023-01-10
744,Masculino,36.0,CDMX,1,664.04,2023-12-10
745,Femenino,37.0,Puebla,0,239.35,2023-04-01
746,Masculino,15.0,Puebla,2,465.16,2023-02-20
747,Femenino,12.0,Yucatán,1,321.7,2023-08-31
748,Masculino,32.0,Yucatán,3,811.62,2023-12-18
749,Masculino,37.0,Puebla,1,396.16,2023-06-25
750,Masculino,23.0,Jalisco,6,346.85,2023-02-26
751,Femenino,24.0,Nuevo León,2,569.77,2023-08-24
752,Masculino,40.0,Yucatán,3,462.55,2023-08-16
753,Masculino,40.0,Jalisco,3,822.04,2023-11-09
754,Femenino,33.0,Yucatán,0,546.31,2023-12-07
755,Femenino,42.0,CDMX,3,509.8,2023-12-08
756,Masculino,23.0,Nuevo León,3,608.06,2023-08-03
757,Masculino,31.0,Yucatán,2,466.73,2023-01-12
758,Masculino,51.0,Puebla,3,535.7,2023-10-17
759,Masculino,35.0,CDMX,1,374.37,2023-07-01
760,Masculino,36.0,CDMX,3,406.72,2023-10-04
761,Femenino,58.0,Puebla,3,362.93,2023-12-17
762,Femenino,21.0,CDMX,7,558.54,2023-12-19
763,Femenino,42.0,Nuevo León,0,400.22,2023-10-29
764,Masculino,51.0,Yucatán,6,616.96,2023-09-20
765,Femenino,31.0,CDMX,4,370.17,2023-10-03
766,Masculino,43.0,Nuevo León,4,354.95,2023-01-11
767,Masculino,25.0,Puebla,3,535.78,2023-09-19
768,Masculino,28.0,Yucatán,7,520.78,2023-12-25
769,Femenino,38.0,Puebla,3,628.54,2023-08-30
770,Masculino,42.0,Yucatán,2,322.65,2023-05-15
771,Femenino,46.0,CDMX,6,269.23,2023-02-14
772,Masculino,50.0,CDMX,2,682.42,2023-01-30
773,Femenino,34.0,Yucatán,2,296.86,2023-12-28
774,Femenino,46.0,Nuevo León,5,624.47,2023-01-28
775,Masculino,31.0,Nuevo León,2,147.26,2023-12-24
776,Femenino,44.0,Nuevo León,1,585.2,2023-08-15
777,Femenino,37.0,Jalisco,5,498.32,2023-02-25
778,Masculino,39.0,Nuevo León,0,560.71,2023-05-09
779,Masculino,39.0,CDMX,3,615.11,2023-12-10
780,Masculino,18.0,Jalisco,1,642.09,2023-11-12
781,Masculino,23.0,Nuevo León,3,569.75,2023-01-28
782,Masculino,36.0,CDMX,3,625.25,2023-07-02
783,Femenino,18.0,Jalisco,3,668.45,2023-04-08
784,Femenino,43.0,CDMX,2,691.15,2023-12-03
785,Femenino,43.0,Yucatán,5,577.79,2023-03-29
786,Masculino,38.0,CDMX,6,357.91,2023-10-14
787,Masculino,23.0,Jalisco,5,462.31,2023-01-29
788,Femenino,48.0,Nuevo León,2,485.12,2023-10-11
789,Femenino,55.0,Jalisco,2,398.03,2023-11-30
790,Masculino,36.0,Nuevo León,7,328.05,2023-07-11
791,Femenino,40.0,Nuevo León,3,638.78,2023-06-03
792,Masculino,37.0,Puebla,4,545.04,2023-08-24
793,Masculino,,Yucatán,2,399.68,2023-01-11
794,Masculino,33.0,Puebla,2,505.65,2023-05-24
795,Femenino,34.0,Jalisco,2,545.12,2023-10-12
796,Masculino,44.0,Puebla,7,326.96,2023-12-13
797,Masculino,58.0,Nuevo León,0,380.25,2023-10-12
798,Masculino,20.0,Jalisco,8,452.9,2023-04-06
799,Masculino,33.0,Puebla,5,476.76,2023-09-24
800,Masculino,23.0,CDMX,4,260.73,2023-06-22
801,Masculino,50.0,Yucatán,6,611.89,2023-07-19
802,Femenino,29.0,CDMX,2,504.68,2023-06-26
803,Masculino,20.0,Jalisco,5,462.75,2023-11-05
804,Masculino,41.0,Puebla,3,392.78,2023-12-29
805,Femenino,52.0,Nuevo León,2,348.01,2023-11-20
806,Masculino,41.0,Puebla,6,502.38,2023-05-01
807,Masculino,37.0,Jalisco,5,523.64,2023-07-23
808,Masculino,39.0,Jalisco,5,795.44,2023-06-09
809,Femenino,49.0,Jalisco,3,808.92,2023-07-06
810,Femenino,26.0,Jalisco,3,419.87,2023-07-23
811,Otro,33.0,Puebla,3,356.19,2023-08-31
812,Masculino,30.0,CDMX,4,310.09,2023-07-11
813,Femenino,23.0,Nuevo León,3,513.17,2023-11-08
814,Masculino,31.0,Nuevo León,2,312.83,2023-08-04
815,Masculino,,Yucatán,2,293.08,2023-03-25
816,Masculino,40.0,Jalisco,1,389.84,2023-11-02
817,Masculino,41.0,Jalisco,1,408.53,2023-08-22
818,Femenino,36.0,Jalisco,3,388.95,2023-01-07
819,Femenino,40.0,CDMX,5,257.37,2023-12-18
820,Femenino,26.0,Jalisco,2,486.36,2023-04-25
821,Masculino,31.0,Yucatán,3,483.66,2023-01-06
822,Femenino,36.0,Yucatán,5,700.66,2023-07-30
823,Femenino,,CDMX,2,313.69,2023-02-21
824,Femenino,38.0,Jalisco,2,578.98,2023-05-26
825,Masculino,33.0,Puebla,3,767.73,2023-09-25
826,Masculino,31.0,Puebla,3,281.52,2023-08-23
827,Femenino,66.0,Nuevo León,1,336.43,2023-04-21
828,Femenino,44.0,CDMX,5,311.31,2023-06-14
829,Masculino,39.0,Puebla,5,567.05,2023-09-23
830,Femenino,32.0,Nuevo León,1,561.13,2023-12-09
831,Femenino,30.0,Yucatán,4,642.98,2023-01-21
832,Femenino,33.0,Nuevo León,5,511.88,2023-05-21
833,Femenino,37.0,Jalisco,3,770.13,2023-09-11
834,Femenino,16.0,Jalisco,1,581.23,2023-03-07
835,Masculino,19.0,Yucatán,5,688.79,2023-05-26
836,Femenino,28.0,CDMX,5,523.25,2023-10-18
837,Masculino,37.0,Jalisco,4,442.14,2023-04-08
838,Femenino,32.0,Jalisco,3,473.48,2023-08-21
839,Masculino,49.0,Nuevo León,3,705.83,2023-04-11
840,Masculino,20.0,Nuevo León,3,619.16,2023-10-08
841,Femenino,27.0,Nuevo León,2,610.02,2023-06-01
842,Masculino,50.0,Puebla,2,648.85,2023-10-22
843,Femenino,36.0,Yucatán,4,,2023-11-12
844,Otro,43.0,CDMX,1,922.34,2023-08-14
845,Femenino,55.0,Nuevo León,2,466.36,2023-01-26
846,Femenino,28.0,CDMX,3,516.34,2023-09-12
847,Femenino,34.0,Nuevo León,0,432.7,2023-10-25
848,Otro,32.0,Jalisco,2,574.83,2023-10-22
849,Masculino,15.0,CDMX,2,236.18,2023-03-10
850,Masculino,31.0,Puebla,2,56.1,2023-11-22
851,Femenino,43.0,Nuevo León,4,402.99,2023-12-18
852,Masculino,40.0,Yucatán,3,587.56,2023-10-24
853,Femenino,41.0,Jalisco,1,653.99,2023-06-09
854,Masculino,31.0,Nuevo León,5,310.95,2023-01-08
855,Femenino,28.0,CDMX,4,250.09,2023-01-18
856,Femenino,47.0,Nuevo León,5,391.62,2023-07-05
857,Femenino,30.0,Jalisco,3,388.98,2023-05-09
858,Femenino,37.0,Yucatán,3,532.61,2023-06-01
859,Masculino,36.0,Yucatán,2,518.79,2023-06-24
860,Femenino,49.0,Yucatán,2,720.03,2023-12-03
861,Masculino,44.0,Jalisco,3,437.93,2023-03-04
862,Femenino,22.0,Nuevo León,1,300.53,2023-01-26
863,Masculino,23.0,Jalisco,2,545.78,2023-04-24
864,Femenino,40.0,Jalisco,7,355.14,2023-08-10
865,Femenino,34.0,Nuevo León,2,357.48,2023-04-11
866,Masculino,30.0,Puebla,3,754.75,2023-12-13
867,Femenino,45.0,Yucatán,3,639.58,2023-01-23
868,Femenino,36.0,CDMX,4,,2023-12-12
869,Masculino,35.0,CDMX,3,773.32,2023-01-05
870,Masculino,42.0,Nuevo León,3,624.48,2023-01-14
871,Femenino,31.0,CDMX,5,558.24,2023-04-09
872,Femenino,50.0,Puebla,1,398.31,2023-09-13
873,Masculino,27.0,Jalisco,2,191.23,2023-04-27
874,Femenino,41.0,Yucatán,2,371.73,2023-08-12
875,Femenino,49.0,CDMX,4,426.3,2023-01-22
876,Femenino,21.0,CDMX,1,320.48,2023-04-23
877,Masculino,31.0,Nuevo León,2,518.56,2023-02-02
878,Masculino,46.0,Nuevo León,1,194.25,2023-09-26
879,Femenino,46.0,Jalisco,3,699.57,2023-11-24
880,Femenino,33.0,Yucatán,2,431.4,2023-04-12
881,Femenino,27.0,CDMX,1,610.89,2023-07-20
882,Masculino,44.0,Jalisco,4,609.11,2023-04-18
883,Femenino,46.0,Yucatán,4,314.86,2023-05-09
884,Femenino,23.0,Jalisco,1,238.88,2023-05-23
885,Masculino,22.0,CDMX,0,403.99,2023-11-07
886,Femenino,37.0,Nuevo León,1,556.32,2023-04-29
887,Masculino,41.0,Nuevo León,2,520.5,2023-08-09
888,Femenino,32.0,Nuevo León,2,674.85,2023-11-08
889,Femenino,41.0,Puebla,3,558.85,2023-01-14
890,Femenino,27.0,Jalisco,3,569.86,2023-03-18
891,Masculino,13.0,CDMX,4,378.72,2023-04-27
892,Masculino,30.0,Jalisco,3,461.76,2023-02-25
893,Masculino,35.0,Nuevo León,2,465.77,2023-08-22
894,Femenino,32.0,Jalisco,2,592.69,2023-05-05
895,Masculino,23.0,Yucatán,3,612.96,2023-01-25
896,Femenino,16.0,Jalisco,3,465.13,2023-04-01
897,Femenino,29.0,Puebla,7,470.05,2023-04-03
898,Masculino,43.0,Puebla,2,552.71,2023-06-07
899,Femenino,47.0,Nuevo León,2,789.92,2023-08-07
900,Femenino,46.0,CDMX,4,239.12,2023-01-07
901,Femenino,26.0,Yucatán,2,361.42,2023-05-21
902,Femenino,23.0,CDMX,5,367.53,2023-05-15
903,Femenino,39.0,CDMX,3,302.6,2023-04-09
904,Masculino,41.0,Yucatán,4,380.67,2023-07-17
905,Femenino,39.0,Puebla,2,556.54,2023-01-22
906,Masculino,14.0,Nuevo León,4,641.87,2023-11-11
907,Masculino,26.0,Jalisco,2,534.53,2023-01-21
908,Femenino,34.0,Puebla,3,531.51,2023-01-18
909,Femenino,39.0,Nuevo León,3,362.18,2023-02-17
910,Femenino,42.0,Puebla,3,100.53,2023-04-03
911,Masculino,36.0,Yucatán,7,556.22,2023-01-26
912,Femenino,38.0,CDMX,2,700.07,2023-02-08
913,Masculino,35.0,Yucatán,6,643.77,2023-06-14
914,Femenino,41.0,Jalisco,0,485.85,2023-07-09
915,Masculino,38.0,Yucatán,3,511.61,2023-06-05
916,Femenino,35.0,CDMX,4,710.59,2023-09-25
917,Femenino,32.0,Puebla,2,395.59,2023-01-28
918,Masculino,35.0,Nuevo León,2,432.06,2023-08-04
919,Masculino,39.0,Jalisco,3,229.96,2023-01-31
920,Femenino,37.0,Puebla,4,569.78,2023-09-13
921,Masculino,38.0,Nuevo León,4,425.02,2023-07-03
922,Masculino,48.0,CDMX,0,455.16,2023-04-29
923,Masculino,37.0,Yucatán,0,602.31,2023-10-18
924,Masculino,28.0,Puebla,4,387.24,2023-05-21
925,Femenino,43.0,Nuevo León,5,574.66,2023-03-14
926,Femenino,21.0,Nuevo León,4,582.43,2023-05-24
927,Femenino,24.0,Yucatán,4,445.88,2023-09-02
928,Masculino,38.0,Puebla,6,625.89,2023-02-16
929,Masculino,40.0,Puebla,2,484.54,2023-05-16
930,Femenino,22.0,CDMX,3,607.31,2023-06-25
931,Femenino,31.0,Puebla,2,407.56,2023-07-28
932,Masculino,28.0,Yucatán,1,587.77,2023-07-11
933,Otro,30.0,Puebla,7,446.77,2023-11-02
934,Masculino,44.0,CDMX,3,550.29,2023-05-27
935,Femenino,42.0,Nuevo León,2,553.0,2023-02-12
936,Femenino,34.0,Puebla,5,440.2,2023-12-31
937,Femenino,29.0,Yucatán,4,435.8,2023-04-01
938,Masculino,21.0,Puebla,5,468.17,2023-12-01
